6.580390177147791992e+12 1.941999999999999953e-22
6.733667154748442383e+12 2.040000000000000043e-22
6.901164356800238281e+12 2.137999999999999897e-22
7.061913124891398438e+12 2.235999999999999987e-22
7.226406212796846680e+12 2.351000000000000213e-22
7.394730836929113281e+12 2.479999999999999914e-22
7.578689830750889648e+12 2.609000000000000085e-22
7.755220194476811523e+12 2.736000000000000129e-22
7.948166141359827148e+12 2.885000000000000155e-22
8.145932065976942383e+12 3.049999999999999784e-22
8.335675198709287109e+12 3.210000000000000036e-22
8.543103705751796875e+12 3.367000000000000099e-22
8.755715129741967773e+12 3.544000000000000016e-22
8.987660878217373047e+12 3.730000000000000033e-22
9.211403211193210938e+12 3.905999999999999887e-22
9.440738593887539062e+12 4.072000000000000049e-22
9.691021021321964844e+12 4.243999999999999650e-22
9.932370834438513672e+12 4.410999999999999876e-22
1.017975658434592383e+13 4.563000000000000092e-22
1.043332993224507227e+13 4.704999999999999675e-22
1.071019287778714648e+13 4.834000000000000316e-22
1.099451322025620703e+13 4.949000000000000071e-22
1.126852331324638477e+13 5.057000000000000324e-22
1.154939169089750391e+13 5.161000000000000323e-22
1.183729083413005469e+13 5.240999999999999744e-22
1.213239758496752930e+13 5.309000000000000286e-22
1.243489325747316992e+13 5.379000000000000015e-22
1.272453913013151367e+13 5.447999999999999680e-22
1.304183209381102344e+13 5.485000000000000141e-22
1.334561538809904883e+13 5.506999999999999652e-22
1.367843045142899414e+13 5.529000000000000104e-22
1.399704202634695703e+13 5.550999999999999616e-22
1.434613955126067969e+13 5.528000000000000041e-22
1.468030406908680859e+13 5.487000000000000267e-22
1.502225227844716406e+13 5.452999999999999996e-22
1.537216548480856641e+13 5.426000000000000168e-22
1.575560055423114258e+13 5.354000000000000313e-22
1.612259563631948242e+13 5.282000000000000458e-22
1.649813913202198633e+13 5.228999999999999925e-22
1.688243015947097266e+13 5.195999999999999717e-22
1.727567247485592773e+13 5.134999999999999618e-22
1.767807458045757812e+13 5.088000000000000405e-22
1.808984983519876172e+13 5.063999999999999827e-22
1.851121656777003516e+13 5.060999999999999637e-22
1.897299980497917969e+13 5.043000000000000378e-22
1.941493774297930078e+13 5.036999999999999999e-22
1.986716973795782812e+13 5.047999999999999754e-22
2.032993556930450391e+13 5.071000000000000270e-22
2.080348060158857422e+13 5.082000000000000026e-22
2.128805591465418359e+13 5.095999999999999971e-22
2.178391843674647656e+13 5.118000000000000423e-22
2.229133108073817578e+13 5.145000000000000251e-22
2.281056288352958203e+13 5.152999999999999817e-22
2.334188914869528125e+13 5.161000000000000323e-22
2.388559159245404688e+13 5.173000000000000143e-22
2.444195849303831250e+13 5.189000000000000215e-22
2.501128484354315234e+13 5.186000000000000025e-22
2.559387250833558984e+13 5.186000000000000025e-22
2.619003038310684375e+13 5.194999999999999654e-22
2.680007455865325391e+13 5.210999999999999726e-22
2.742432848847158203e+13 5.212999999999999853e-22
2.806312316025846484e+13 5.220000000000000296e-22
2.871679727140419922e+13 5.235000000000000305e-22
2.938569740857498438e+13 5.252999999999999563e-22
3.007017823147748438e+13 5.252000000000000440e-22
3.077060266090423438e+13 5.246000000000000061e-22
3.148734207115881641e+13 5.235000000000000305e-22
3.222077648696376562e+13 5.218000000000000169e-22
3.297129478495450391e+13 5.152999999999999817e-22
3.373929489986696875e+13 5.063999999999999827e-22
3.452518403552764062e+13 4.960999999999999891e-22
3.532937888075878906e+13 4.847000000000000199e-22
3.615230583031212500e+13 4.646999999999999766e-22
3.699440121094910938e+13 4.431000000000000201e-22
3.785611151278684375e+13 4.215000000000000166e-22
3.873789362603353125e+13 4.009999999999999887e-22
3.964021508323739062e+13 3.726999999999999843e-22
4.056355430717873438e+13 3.468999999999999971e-22
4.150840086453577344e+13 3.247000000000000027e-22
4.247525572545983594e+13 3.057000000000000227e-22
4.346463152919600781e+13 2.838000000000000002e-22
4.447705285589137500e+13 2.660000000000000021e-22
4.551305650473442188e+13 2.520000000000000094e-22
4.657319177857269531e+13 2.408000000000000059e-22
4.765802077516104688e+13 2.290000000000000114e-22
4.876811868519287500e+13 2.201000000000000123e-22
4.990407409727405469e+13 2.135000000000000178e-22
5.106648931000000781e+13 2.085000000000000070e-22
5.225598065130302344e+13 2.033999999999999898e-22
5.347317880523703906e+13 1.996999999999999907e-22
5.471872914637489844e+13 1.971999999999999971e-22
5.608389611448918750e+13 1.954000000000000007e-22
5.739025787375857812e+13 1.933999999999999917e-22
5.872704870740249219e+13 1.921000000000000034e-22
6.009497739961558594e+13 1.911999999999999935e-22
6.149476924429689844e+13 1.906000000000000025e-22
6.292716642961103125e+13 1.896000000000000098e-22
6.439292843150565625e+13 1.886999999999999998e-22
6.589283241639597656e+13 1.881000000000000089e-22
6.742767365322807812e+13 1.873000000000000053e-22
6.899826593514189844e+13 1.858000000000000044e-22
7.060544201095454688e+13 1.840999999999999908e-22
7.225005402669506250e+13 1.824000000000000008e-22
7.393297397742289062e+13 1.806000000000000044e-22
7.565509416957217188e+13 1.777000000000000089e-22
7.741732769406368750e+13 1.748999999999999963e-22
7.922060891043810938e+13 1.721000000000000072e-22
8.106589394226570312e+13 1.695000000000000072e-22
8.295416118409528125e+13 1.659999999999999973e-22
8.488641182021279688e+13 1.631000000000000018e-22
8.686367035548189062e+13 1.606000000000000081e-22
8.888698515855025000e+13 1.587000000000000054e-22
9.095742901770782812e+13 1.565000000000000073e-22
9.307609970969450000e+13 1.550000000000000064e-22
9.524412058175506250e+13 1.540999999999999964e-22
9.746264114725325000e+13 1.535999999999999883e-22
9.973283769515807812e+13 1.531000000000000037e-22
1.020559139137290312e+14 1.529999999999999973e-22
1.044331015287267969e+14 1.533999999999999991e-22
1.068656609564908125e+14 1.538000000000000009e-22
1.093548819722279844e+14 1.543000000000000091e-22
1.119020843938697969e+14 1.547999999999999937e-22
1.145086187818564531e+14 1.554000000000000082e-22
1.171758671552222500e+14 1.561000000000000054e-22
1.199052437243594375e+14 1.562999999999999946e-22
1.226981956408528281e+14 1.565000000000000073e-22
1.255562037647776250e+14 1.566999999999999964e-22
1.284807834498715781e+14 1.566999999999999964e-22
1.314734853469946250e+14 1.561999999999999883e-22
1.345358962263059219e+14 1.555999999999999973e-22
1.376696398185895469e+14 1.549000000000000000e-22
1.408763776761780625e+14 1.539999999999999901e-22
1.441578100539301250e+14 1.527000000000000018e-22
1.475156768107266562e+14 1.513000000000000073e-22
1.509517583319690625e+14 1.498999999999999892e-22
1.544678764735618438e+14 1.484999999999999946e-22
1.580658955278852500e+14 1.466999999999999983e-22
1.617477232122666875e+14 1.449000000000000019e-22
1.655153116804794688e+14 1.431999999999999883e-22
1.693706585577994062e+14 1.414999999999999983e-22
1.733158080001727188e+14 1.394999999999999893e-22
1.773528517780533125e+14 1.375000000000000037e-22
1.814839303854891875e+14 1.356000000000000010e-22
1.857112341750391875e+14 1.335999999999999920e-22
1.900370045191280000e+14 1.313000000000000110e-22
1.944635349984495938e+14 1.290000000000000065e-22
1.989931726180565312e+14 1.267000000000000020e-22
2.036283190517716250e+14 1.242999999999999912e-22
2.083714319155877812e+14 1.213999999999999957e-22
2.132250260707271875e+14 1.185000000000000002e-22
2.181916749570561250e+14 1.156000000000000048e-22
2.232740119575555312e+14 1.124999999999999967e-22
2.284747317945762188e+14 1.089000000000000039e-22
2.337965919586145625e+14 1.055000000000000003e-22
2.392424141703730625e+14 1.020000000000000021e-22
2.448150858768724062e+14 9.828999999999999537e-23
2.505175617824144062e+14 9.437000000000000354e-23
2.563528654152059375e+14 9.059000000000000175e-23
2.623240907304714062e+14 8.695000000000000177e-23
2.684344037509120312e+14 8.336000000000000495e-23
2.746870442453706875e+14 7.973999999999999684e-23
2.810853274466017500e+14 7.637000000000000454e-23
2.876326458090485625e+14 7.323000000000000094e-23
2.943324708075715000e+14 7.019000000000000367e-23
3.011883547780673750e+14 6.716999999999999826e-23
3.082039328009663750e+14 6.442000000000000054e-23
3.153829246285972500e+14 6.190999999999999920e-23
3.227291366574526875e+14 5.954999999999999559e-23
3.302464639463890000e+14 5.728000000000000239e-23
3.379388922818390625e+14 5.520000000000000240e-23
3.458105002911263750e+14 5.329999999999999970e-23
3.538654616050111250e+14 5.143999999999999835e-23
3.621080470706020000e+14 4.954999999999999746e-23
3.705426270158170625e+14 4.782999999999999792e-23
3.791736735665866250e+14 4.623000000000000245e-23
3.880057630180381875e+14 4.467000000000000246e-23
3.970435782609051875e+14 4.314999999999999795e-23
4.062919112644601250e+14 4.172999999999999976e-23
4.157556656172758125e+14 4.044999999999999751e-23
4.254398591271786250e+14 3.918999999999999887e-23
4.353496264817528750e+14 3.797999999999999752e-23
4.454902219708213750e+14 3.689000000000000024e-23
4.558670222723398125e+14 3.592000000000000115e-23
4.664855293031796250e+14 3.499999999999999935e-23
4.773513731363218125e+14 3.414999999999999845e-23
4.884703149859933125e+14 3.339999999999999800e-23
4.998482502623403750e+14 3.274999999999999801e-23
5.114912116972492500e+14 3.215999999999999711e-23
5.234053725429866250e+14 3.160999999999999756e-23
5.355970498453353750e+14 3.115000000000000254e-23
5.480727077929783125e+14 3.076000000000000254e-23
5.608389611448918750e+14 3.040999999999999802e-23
5.739025787375857500e+14 3.008999999999999893e-23
5.872704870740250000e+14 2.982999999999999893e-23
6.009497739961557500e+14 2.962000000000000209e-23
6.149476924429688750e+14 2.943999999999999893e-23
6.292716642961102500e+14 2.927999999999999938e-23
6.439292843150566250e+14 2.916000000000000119e-23
6.589283241639597500e+14 2.907000000000000255e-23
6.742767365322807500e+14 2.900000000000000164e-23
6.899826593514190000e+14 2.894000000000000255e-23
7.060544201095453750e+14 2.890000000000000119e-23
7.225005402669505000e+14 2.890000000000000119e-23
7.393297397742290000e+14 2.890000000000000119e-23
7.565509416957216250e+14 2.891999999999999893e-23
7.741732769406370000e+14 2.896000000000000029e-23
7.922060891043808750e+14 2.903000000000000119e-23
8.106589394226570000e+14 2.910000000000000210e-23
8.295416118409528750e+14 2.919000000000000074e-23
8.488641182021281250e+14 2.929999999999999712e-23
8.686367035548188750e+14 2.940999999999999938e-23
8.888698515855025000e+14 2.955000000000000119e-23
9.095742901770781250e+14 2.968999999999999712e-23
9.307609970969448750e+14 2.985000000000000254e-23
9.524412058175505000e+14 3.001000000000000209e-23
9.746264114725325000e+14 3.017000000000000164e-23
9.973283769515807500e+14 3.033999999999999712e-23
1.020559139137290375e+15 3.050999999999999847e-23
1.044331015287267875e+15 3.067999999999999983e-23
1.068656609564908000e+15 3.083999999999999937e-23
1.093548819722279750e+15 3.099999999999999892e-23
1.119020843938698000e+15 3.115000000000000254e-23
1.145086187818564750e+15 3.130000000000000028e-23
1.171758671552222500e+15 3.141999999999999847e-23
1.199052437243594250e+15 3.153000000000000073e-23
1.226981956408528250e+15 3.161999999999999937e-23
1.255562037647776250e+15 3.171999999999999982e-23
1.284807834498715750e+15 3.176999999999999711e-23
1.314734853469946250e+15 3.180000000000000253e-23
1.345358962263059250e+15 3.180999999999999846e-23
