4.979911785860587769e+11 3.267000000000000188e-29
5.095908832647473755e+11 4.245999999999999961e-29
5.214607797749760132e+11 5.554999999999999482e-29
5.336071616929903564e+11 7.634999999999999655e-29
5.460364691912605591e+11 1.051999999999999976e-28
5.587552924531427002e+11 1.467000000000000038e-28
5.717703751670843506e+11 2.097000000000000147e-28
5.850886181022148438e+11 3.241999999999999990e-28
5.987170827672271729e+11 4.680000000000000166e-28
6.126629951544796143e+11 8.999000000000000105e-28
6.269337495713168945e+11 1.544999999999999966e-27
6.420323078599001465e+11 2.793999999999999953e-27
6.569871614508753662e+11 5.372000000000000201e-27
6.722903583311047363e+11 1.117999999999999934e-26
6.890141269398981934e+11 3.734999999999999756e-26
7.072512666332745361e+11 1.345000000000000095e-25
7.265435097286361084e+11 2.905000000000000040e-25
7.469573369378809814e+11 5.025999999999999545e-25
7.691710506790006104e+11 8.108000000000000002e-25
7.958606126208662109e+11 1.614000000000000022e-24
8.235786040139799805e+11 2.637999999999999878e-24
8.530649306334149170e+11 3.882999999999999842e-24
8.859319217874833984e+11 5.661999999999999765e-24
9.343909837923013916e+11 1.000999999999999994e-23
9.838339384055466309e+11 1.508999999999999878e-23
1.033029187400307983e+12 2.074999999999999966e-23
1.090463034288032593e+12 2.816000000000000255e-23
1.174765050137261719e+12 4.197999999999999795e-23
1.256157106005709473e+12 5.554000000000000511e-23
1.331664562687776367e+12 6.846000000000000233e-23
1.415093900261904053e+12 8.245999999999999501e-23
1.523388047534212402e+12 1.009999999999999976e-22
1.616816008674588623e+12 1.153999999999999921e-22
1.703498017157645752e+12 1.265999999999999957e-22
1.789573944854855469e+12 1.358999999999999965e-22
1.888709723273513428e+12 1.431999999999999883e-22
1.973989478735520996e+12 1.475000000000000019e-22
2.052859200432932861e+12 1.498999999999999892e-22
2.129571570585036133e+12 1.502999999999999910e-22
2.212654620483202637e+12 1.471000000000000001e-22
2.286548491839652344e+12 1.443999999999999938e-22
2.356427010199767578e+12 1.420000000000000064e-22
2.428563567147912598e+12 1.387000000000000092e-22
2.499434998014387207e+12 1.328999999999999947e-22
2.568742414884277344e+12 1.287999999999999938e-22
2.636195173319987793e+12 1.257999999999999921e-22
2.709379960012308594e+12 1.223999999999999885e-22
2.784649568289433105e+12 1.176999999999999966e-22
2.853684442466663086e+12 1.146999999999999948e-22
2.928731372309922363e+12 1.126000000000000030e-22
3.005777830911168945e+12 1.105000000000000111e-22
3.084877923636285645e+12 1.079000000000000111e-22
3.166087247109867676e+12 1.064999999999999931e-22
3.244641769612712891e+12 1.057000000000000012e-22
3.335063682408822754e+12 1.050999999999999985e-22
3.422949828038488770e+12 1.044000000000000012e-22
3.513183362281117188e+12 1.042999999999999949e-22
3.611258457005234375e+12 1.046999999999999967e-22
3.706539748719628418e+12 1.050999999999999985e-22
3.804369714567217285e+12 1.055000000000000003e-22
3.898892281509506348e+12 1.063000000000000039e-22
4.001854382657479004e+12 1.072999999999999967e-22
4.101312029965293945e+12 1.082999999999999894e-22
4.209678244311430664e+12 1.096000000000000012e-22
4.314331083680030762e+12 1.112000000000000084e-22
4.421595967935044922e+12 1.130000000000000048e-22
4.524588168684767578e+12 1.149000000000000075e-22
4.637091469452286133e+12 1.171999999999999885e-22
4.752403364032712891e+12 1.197000000000000057e-22
4.863101058906154297e+12 1.224999999999999948e-22
4.976377234331780273e+12 1.257000000000000092e-22
5.100138317479463867e+12 1.291999999999999957e-22
5.218935799939300781e+12 1.330000000000000011e-22
5.340500431241035156e+12 1.371000000000000019e-22
5.464896666561293945e+12 1.414999999999999983e-22
5.600820385983755859e+12 1.468000000000000046e-22
5.731280252000375000e+12 1.521000000000000109e-22
5.864778918669055664e+12 1.576000000000000063e-22
6.001387168749941406e+12 1.639000000000000054e-22
6.141177433745446289e+12 1.710000000000000081e-22
6.284223832304430664e+12 1.782999999999999999e-22
6.430602209520826172e+12 1.856999999999999980e-22
