0.0000000000   1.241900e+00
6.696846e+09   1.241900e+00
6.895324e+09   1.241000e+00  
7.099453e+09   1.240100e+00  
7.308576e+09   1.239200e+00  
7.524653e+09   1.238200e+00  
7.745829e+09   1.237300e+00  
7.974025e+09   1.236300e+00  
8.208648e+09   1.235300e+00  
8.449713e+09   1.234300e+00  
8.699290e+09   1.233200e+00  
8.955335e+09   1.232200e+00  
9.219297e+09   1.231100e+00  
9.490395e+09   1.230100e+00  
9.770846e+09   1.229000e+00  
1.005911e+10   1.228000e+00  
1.035681e+10   1.226900e+00  
1.066387e+10   1.225800e+00  
1.098030e+10   1.224700e+00  
1.130522e+10   1.223700e+00  
1.164181e+10   1.222600e+00  
1.198923e+10   1.221500e+00  
1.234680e+10   1.220400e+00  
1.271594e+10   1.219300e+00  
1.309626e+10   1.218300e+00  
1.348925e+10   1.217200e+00  
1.389457e+10   1.216100e+00  
1.431295e+10   1.215000e+00  
1.474440e+10   1.213900e+00  
1.518967e+10   1.212800e+00  
1.564818e+10   1.211800e+00  
1.612183e+10   1.210700e+00  
1.661145e+10   1.209600e+00  
1.711573e+10   1.208500e+00  
1.763677e+10   1.207400e+00  
1.817461e+10   1.206300e+00  
1.872860e+10   1.205200e+00  
1.930087e+10   1.204100e+00  
1.989147e+10   1.203000e+00  
2.050215e+10   1.201800e+00  
2.113029e+10   1.200700e+00  
2.177900e+10   1.199600e+00  
2.244949e+10   1.198400e+00  
2.313954e+10   1.197300e+00  
2.385301e+10   1.196100e+00  
2.458742e+10   1.195000e+00  
2.534690e+10   1.193800e+00  
2.613022e+10   1.192600e+00  
2.693814e+10   1.191400e+00  
2.777144e+10   1.190200e+00  
2.863090e+10   1.189000e+00  
2.951979e+10   1.187700e+00  
3.043398e+10   1.186500e+00  
3.137933e+10   1.185200e+00  
3.235414e+10   1.183900e+00  
3.335922e+10   1.182600e+00  
3.439828e+10   1.181200e+00  
3.546639e+10   1.179900e+00  
3.657101e+10   1.178500e+00  
3.770933e+10   1.177100e+00  
3.888219e+10   1.175700e+00  
4.009182e+10   1.174300e+00  
4.134190e+10   1.172800e+00  
4.262996e+10   1.171300e+00  
4.395686e+10   1.169800e+00  
4.532805e+10   1.168200e+00  
4.674149e+10   1.166600e+00  
4.819664e+10   1.165000e+00  
4.969653e+10   1.163400e+00  
5.124503e+10   1.161700e+00  
5.284036e+10   1.160000e+00  
5.448272e+10   1.158300e+00  
5.617862e+10   1.156500e+00  
5.792517e+10   1.154700e+00  
5.972851e+10   1.152800e+00  
6.158404e+10   1.150900e+00  
6.350043e+10   1.148900e+00  
6.546638e+10   1.147000e+00  
6.750073e+10   1.144900e+00  
6.959422e+10   1.142800e+00  
7.174862e+10   1.140700e+00  
7.397078e+10   1.138500e+00  
7.625788e+10   1.136300e+00  
7.861210e+10   1.134000e+00  
8.103467e+10   1.131700e+00  
8.353339e+10   1.129300e+00  
8.610942e+10   1.126800e+00  
8.875607e+10   1.124300e+00  
9.148937e+10   1.121700e+00  
9.429482e+10   1.119100e+00  
9.718160e+10   1.116400e+00  
1.001586e+11   1.113600e+00  
1.032104e+11   1.110800e+00  
1.063623e+11   1.107900e+00  
1.096009e+11   1.104900e+00  
1.129250e+11   1.101900e+00  
1.163641e+11   1.098700e+00  
1.198840e+11   1.095500e+00  
1.235007e+11   1.092300e+00  
1.272307e+11   1.088900e+00  
1.310530e+11   1.085500e+00  
1.350010e+11   1.081900e+00  
1.390449e+11   1.078300e+00  
1.431855e+11   1.074700e+00  
1.474590e+11   1.070900e+00  
1.518473e+11   1.067000e+00  
